"coupon_id","title","description","discount","minimum_cart","applicables","brands","users","payment","offer_tnc"
"86-7-538894","Save Up To Rs.8,250 With Yatra SBI Credit Card","Get up to Rs.8,250 off with Yatra SBI Credit Card. Code Not Required. Checkout landing page for more details.",,,,,,,
"86-7-556384","Mega Diwali Dhamaka - Up To Rs.30,000 Cashback Domestic Holiday Bookings","Mega Diwali Dhamaka - Get up to Rs.30,000 cashback domestic holiday bookings at Yatra. Checkout landing page for more details.",,,,,,,
"86-7-556385","Mega Diwali Dhamaka - Save Up To Rs.25000 On International Holiday","Mega Diwali Dhamaka - Save up to Rs.250000 on international holiday bookings at Yatra. Checkout landing page for more details.",,,,,,,
"86-7-556389","Diwali Offer - Fares Starting Rs.1299 On Domestic Flights","Travelling by air within India has become more affordable with fares starting Rs.1,299 on AirAsia. This is a limited period offer valid till October 25, 2015. Book your tickets now. More detail on the listing page",,,,,,,
"88-4-157081","Free Cancellation on Domestic hotels","Introducing ‚§~Free Cancellation  for 7000 plus hotels in India. If you cancel with more than 24 hours notice you pay ZERO rupees as your cancellation fee. If you cancel within 24 hours of your check-in, you will pay only for one night stay no matter the number of stay days. No coupon code is required. ",,,,,,,
"88-4-157090","Upto 10X points for CITI Bank Credit Card","Offer valid on Flights & Hotels booking.Earn 10X Rewards Points on your Citibank rewards Credit card,Earn 10X Miles on your Citibank Premier Miles Credit card,†Earn 4X turbo points on your Citibank IOC Titanium and Platinum Credit cards. No coupon code is required. Click to get this offer page.",,,,,,,
"88-4-182163","Activity Worth Rs.500 Off on Domestic Flight or Hotel Booking","Book your domestic flights or hotels and get an activity worth Rs.500 free, booking period is from 14 Aug 2015 to 31 Aug 2015. use coupon code to get this offer.",,,,,,,
"88-4-195586","Book for 3 nights & get 3rd night free  at  Oyo rooms","OYO Rooms is India s largest branded network of budget hotels. Cleartrip is ecstatic to introduce this new festive offer with OYO Rooms. Book an†OYO Room for 3 nights and get the third night free. No need to use any coupon codes. †",,,,,,,
"88-4-198340","Extra 5% Cashback on Hotels & Flights(Paytm Wallet)","Book any flights, Hotels and Any Activity at here and Pay with Paytm wallet to get extra 5% cash back on Total amount, each user can avail this offer only once during offer period. Offer valid till 31 Oct 2015. No coupon code required to activate this offer.",,,,,,,
"88-4-198342","GoAir Sale : Airfare Starts From Rs.1680","Airlines Flash Sale Offer on Domestic Flights, Go air Domestic airfares starts from Rs.1680/- only, offer valid till 12 November 2015, Travel period also valid from 12 November 2015, no coupon code required to activate this offer.",,,,,,,
"88-4-198950","OYO Rooms : Book 3 Days & Get 3rd Night Free","Ecstatic to introduce this new festive offer with OYO Rooms, Book an OYO rooms for 3 Nights†and get the third night free (or) Book OYO hotel room †for less than 3 Nights †and get flat 25% off, booking date till 31 Oct 2015 and staying dates up to 31 Oct 2015 except 22nd to 25th ",,,,,,,
"88-7-531361","Get Up To Rs.5000 Instant Cashback On Your Flight Plus Hotel Bookings","Buy and Avail up to Rs.5000 instant cashback on your flight plus hotel booking at Cleartrip. Apply Code to avail this offer. Hurry! offer valid up to the limited period only.",,,,,,,
"88-7-531362","Flat 25% Cash Back On Weekend Getaways","Buy and Avail flat 25% cashback on weekend getaways at Cleartrip. Apply Code to avail this offer. Hurry! offer valid up to the limited period only.",,,,,,,
"88-7-538390","Upto Rs.10,000 Cashback On International Flights/Hotels","Book your international flights/hotels and get upto Rs.10,000 cashback with Maestro or MasterCard at Cleartrip. Use Code to avail this offer. Checkout landing page for more details.",,,,,,,
"88-7-556560","Up To 50% Instant Cashback On Hotels Plus Activity Worth Rs.500 Free","Book at Cleartrip and get up to 50% instant cashback on hotel plus activity worth Rs.500 free. Apply Code to avail this offer. Hurry! offer valid only for a limited period.",,,,,,,
"9-3-10038","Flat Rs 500 OFF on Rs 2000 & More Through ICICI Bank Cards","ICICI Bank users can avail flat Rs. 500 on Minimum Purchases of Rs. 2000 all across the store. This offer is valid on payments through ICICI Bank Cards. Make the most of this outstanding offer. Discount can be redeemed till 31st July 2015. Watch this space for more upcoming Jabong discount codes which will save a lot on you shopping. ",,,,,,,
"9-3-10039","ICICI Bank Offer - Flat 30% OFF on Payments Through ICICI Banks Cards","ICICI bank offer, Now users can avail flat 30% instant rebate on all products across the store. This offer is valid on payments through ICICI Banks Cards. Use the above Jabong discount code only for icici bank online users and enjoy saving while shopping. Buy now to get on the track with the latest top fashion trend. Hurry up folks as this offer is for limited period. Take maximum advantage of this outstanding ongoing bank offer and get the desired products with Huge Saving. Reap the most of this outstanding offer. ",,,,,,,
"9-3-10828","Pay With PayUmoney : Get 5% Instant Discount on All Products","PayUmoney Offers Instant Discounts In Fashion Category. Get Flat 5% Instant discount Only at Jabong. Apply the above PayUMoney Coupons on your checkout page and avail his discount. Just Pay Using PayUmoney Wallet. Buy now to make the best of this ongoing offer. ",,,,,,,
"9-3-12064","Flat 20% OFF On Rs 1299 on Fashion Apparels For Him/Her","Let's dress up again and make a style statement. Buy at Jabong and get 20% instant discount on minimum purchase of Rs 1299. There are about 16619 top branded products which are just waiting to get sold. Hurry up and pick up the loot. Use the discount coupon on your checkout to avail this discount. ",,,,,,,
"9-3-12357","HDFC Bank Offer - Flat 30% OFF On Minimum Purchase Of Rs.1299","HDFC Bank Offer - Jabong Offering flat 30% instant rebate for HDFC bank visa debit or credit card holders. This offer is valid across the store and on a minimum purchases of Rs. 1299. Discount can be redeemed till 30th August 2015. Use the above 100% working Jabong exclusive HDFC Code when you Buy online. Avail this massive savings on your online shopping. Take away your favorite products by saving big on your shopping only at Jabong. ",,,,,,,
"9-3-12360","Axis Bank Offer - Flat 30% OFF On Min. Purchase Of Rs. 1299","Buy today at Jabong through your AXIS credit card or debit card and get a discount of 30% flat on your order value. To avail this offer a minimum purchase of Rs. 1299 is needed. Use the above code during your checkout to get the discount on your purchase. Keeping shopping and keep on saving. ",,,,,,,
"9-3-14012","Flat Rs 250 OFF on Rs 1500 & More Through ICICI Bank Cards","Use the above Code to get flat Rs 250 on selected products listed all across the store. This offer is valid not valid on Apparels, Footwear, Accessories & other as well. This offer is valid on Maximum purchases of Rs 1500. Watch out this space for more jabong voucher to save big on your shopping. ",,,,,,,
"9-3-14087","HDFC Bank Offer - Flat Rs 250 OFF on Minimum Orders Rs 999","Amazing offer for HDFC Bank users. Buy at Jabong and get flat Rs. 250 discount on minimum purchase of Rs. 999 for HDFC bank customer only. Use the above code to get this rebate on your purchases. This offer is valid on all products across the store. ",,,,,,,
"9-3-14542","HSBC Bank Offer - Flat 30% OFF on Payments Through HSBC Banks Cards","Take away 30% discount for HSBC bank visa debit or credit card holders. This offer is valid on all products listed all across the store. This offer is valid on minimum order value of Rs. 1299. ",,,,,,,
"9-3-1476","Extra 30% OFF Products on Yes Bank Cards","Buy any product from the listing page and get a flat rebate of 30% on Jabong.com - the biggest online Buy in India. This offer is exclusive for Yes bank Users. This offer is going to end today. Hurry up! ",,,,,,,
"9-3-15534","SBI Offer - Flat 30% OFF on Orders of Rs 999 or Above","Happy new for SBI Bank Users. Buy now take away extra 30% instant discount on purchases above Rs. 999. Use SBI Credit or Debit card for the payments and get this rebate. Use the above Jabong Code in order to get this discount. This offer is applicable on products list on the offers page. There are about 50k plus products running under this fabulous offer. ",,,,,,,
"9-3-15628","Standard Chartered Bank Offer - Flat 30% OFF on order above Rs 1299","Standard Chartered bank offer, Now users can avail flat 30% discount on all products across the store. This offer is valid on payments through Standard Chartered Banks Cards. Hurry up folks as this offer is for limited period. Take maximum advantage of this offer and get the best products with Huge Saving. Reap the most of this amazing offer. ",,,,,,,
"9-3-15783","Fresh Fashion Arrival Sale - Flat 25% OFF on Fashion Line","Jabong extravaganza sale -  Buy like never before and add that chic to your style. Buy to get big discounts on shoes, bags, clothing, Jeans, formal shirts, tops, t-shirts & much more from the offers page and make great savings on your purchases by benefiting Extra discount of 25% on already discounted products. This is a limited period offer. So you might not want to loose it- Avail today's Coupon Code and save instantly on your shopping. Buy now and look fashionable with in the budget. Hurry up! ",,,,,,,
"9-3-15922","Flat Rs 500 OFF on Rs 2000 & More Through ICICI Bank Cards","ICICI Bank users can avail flat Rs. 500 on Minimum Purchases of Rs. 2000 all across the store. This offer is valid on payments through ICICI Bank Cards. Make the most of this breathtaking offer. ",,,,,,,
"9-3-17613","20% Off On RUOSH Brand Products","Jabong Roush Brand Sale - Update your wardrobe with new collection of top fashion shoes by top brands. Buy now and flat 20% instant discount on RUOSH brand shoes. Choose from different sizes and colours available. Use the above Code to get the discount. Hurry up as this offer is for limited period. ",,,,,,,
"9-3-19444","Extra 20% OF on Pantloons Collection","Checkout the listing page where 326 top selling Pantloons fashion collection are on sale this month. use the above Code to get extra 20% on minimum orders of Rs 1499. ",,,,,,,
"9-3-3678","Upto 80% + Extra 15% OFF Over 100000 Styles","Happiness is just a click away Guys. Updated your wardrobe with latest fashion styles only at Jabong. Buy from this listing page where 181766 top fashion products are listed for him/her. This products are already on discount price and beside this you can even get extra 20% discount on your cart value by applying the give code on your payment. Also get Rs. 100 cashback on payment via Paytm wallet on minimum purchase of Rs 899. This offers is valid on minimum purchase of Rs 1999. ",,,,,,,
"9-3-4471","Fashion Parade - Flat 30% OFF on Orders Above Rs 599","Massive Discounts which will blow off your mind. Buy for Rs 599 and get flat 30% rebate on your purchases. Use this exclusive discount code on your checkout to avail this offer. There are around 51602 top fashion products from which you may choose your favourite one. Hurry up as this amazing offer is valid till the stock lasts. You have almost every thing on discount down here. This coupon is valid on purchases via Mobiles & Tablets. ",,,,,,,
"9-3-7356","Kotak Bank Offer - Extra 30% OFF on Kotak Bank Cards Holders","Get extra 30% discount on all products using Kotak Bank Cards. The best thing of this offer is that this offer is applicable on all across the store. So Buy now and make the most of this amazing offer now! ",,,,,,,
"9-4-111967","Minimum 40% Off On Women Footwear By Carlton London","Choose from various categories like flats, heels, sandals, belly shoes etc. No need to use coupon code. Click to get the offer page.",,,,,,,
"9-4-112016","Flat 30% Off On Reebok Brand Products","This offer applicable only on the products listed in this catalogue. Categories †like apparel, footwear & bags. No need to use any coupon codes.",,,,,,,
"9-4-112418","Home Furnishing  at  Flat Rs.499","Categories like †Cushions & Cushion Covers, †Curtains & Sheers, †Carpets, Rugs & Mats No need to use the coupon code. Click the link to get landing page.",,,,,,,
"9-4-112425","Upto 70% Off On Kids Clothing & Shoes","This offer applicable only on the products listed in this catalogue. Categories like T-shirts, Dresses, Shorts etc. No coupon code required.",,,,,,,
"9-4-114842","Upto 70% Off On Men Party Collections","Choose from various categories like Clothing, Footwear etc. No need to use the coupon code. Click the link to get landing page.",,,,,,,
"9-4-114942","Upto 70% Off on Women Party Wear","Categories like Dresses, Jewellery, Footwear etc. No need to use the coupon code. Click the link to get landing page.",,,,,,,
"9-4-118618","Flat 50% Off On Women&#8217;s International Brands","Shop for the†Women categories like clothing, footwear, handbags, accessories, jewellery and many more from the international brands and get flat 50% off on the landing page products. No need to use coupon code. Click to get the offer page.",,,,,,,
